Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc
708207783,Blue,355,1,107,01-01-2023,Week-1,Q1,2023,1477.0,0.0,4680,80,0.0000,Swipe ,Entertainment,514.80,1
708208758,Blue,275,1,85,01-01-2023,Week-1,Q1,2023,1826.0,883.0,2199,48,0.4840,Swipe ,Fuel,571.74,1
708211383,Blue,200,0,111,01-01-2023,Week-1,Q1,2023,2664.0,0.0,3906,74,0.0000,Online ,Fuel,1054.62,1
708212658,Blue,190,1,70,01-01-2023,Week-1,Q1,2023,2193.0,1260.0,1799,47,0.5750,Swipe ,Bills,521.71,1
708216108,Blue,300,1,93,01-01-2023,Week-1,Q1,2023,4088.0,1557.0,2250,39,0.3810,Swipe ,Bills,157.50,1
708217758,Blue,475,0,96,01-01-2023,Week-1,Q1,2023,14035.0,2061.0,1606,30,0.1470,Swipe ,Bills,385.44,1
708219108,Blue,300,1,95,01-01-2023,Week-1,Q1,2023,9959.0,1143.0,7300,77,0.1150,Swipe ,Grocery,803.00,1
708219858,Blue,390,1,79,01-01-2023,Week-1,Q1,2023,6423.0,0.0,4295,70,0.0000,Swipe ,Food,901.95,0
708222558,Blue,125,1,109,01-01-2023,Week-1,Q1,2023,2310.0,1513.0,4191,77,0.6550,Chip ,Food,712.47,0
708223383,Blue,295,0,81,01-01-2023,Week-1,Q1,2023,11410.0,979.0,2736,38,0.0860,Chip ,Bills,793.44,0
708224133,Blue,430,1,105,01-01-2023,Week-1,Q1,2023,2228.0,1480.0,4431,71,0.6640,Swipe ,Grocery,841.89,0
708225483,Blue,200,1,68,01-01-2023,Week-1,Q1,2023,11242.0,1561.0,4246,81,0.1390,Swipe ,Entertainment,806.74,0
708226833,Gold,415,0,96,01-01-2023,Week-1,Q1,2023,34516.0,831.0,13247,107,0.0240,Swipe ,Food,1192.23,0
708229308,Blue,245,1,72,01-01-2023,Week-1,Q1,2023,3243.0,0.0,6059,71,0.0000,Swipe ,Fuel,727.08,0
708231183,Blue,460,0,92,01-01-2023,Week-1,Q1,2023,12539.0,910.0,2643,72,0.0730,Swipe ,Grocery,290.73,0
708234558,Blue,200,0,88,01-01-2023,Week-1,Q1,2023,2239.0,1340.0,4540,73,0.5980,Chip ,Entertainment,635.60,0
708238833,Blue,365,1,61,01-01-2023,Week-1,Q1,2023,3032.0,2215.0,1387,30,0.7310,Swipe ,Fuel,152.57,0
708241233,Blue,95,0,73,01-01-2023,Week-1,Q1,2023,2972.0,0.0,922,25,0.0000,Swipe ,Bills,138.30,0
708242283,Blue,295,1,59,01-01-2023,Week-1,Q1,2023,5346.0,0.0,3253,80,0.0000,Swipe ,Food,325.30,0
708243483,Blue,250,0,119,01-01-2023,Week-1,Q1,2023,14938.0,1155.0,2248,51,0.0770,Swipe ,Bills,427.12,0
708244458,Blue,405,1,91,01-01-2023,Week-1,Q1,2023,2793.0,1517.0,3485,72,0.5430,Swipe ,Food,383.35,0
708245808,Gold,455,0,78,01-01-2023,Week-1,Q1,2023,19671.0,924.0,13908,124,0.0470,Swipe ,Travel,2503.44,0
708248358,Silver,200,1,67,01-01-2023,Week-1,Q1,2023,29937.0,0.0,14863,109,0.0000,Online ,Bills,1932.19,0
708249708,Blue,300,1,92,01-01-2023,Week-1,Q1,2023,4844.0,1576.0,1489,48,0.3250,Swipe ,Fuel,253.13,0
708252108,Blue,475,1,162,01-01-2023,Week-1,Q1,2023,7362.0,1907.0,4065,65,0.2590,Chip ,Fuel,243.90,0
708253458,Blue,125,1,113,01-01-2023,Week-1,Q1,2023,5528.0,1823.0,4857,81,0.3300,Swipe ,Food,1408.53,0
708254733,Blue,325,1,73,01-01-2023,Week-1,Q1,2023,2968.0,1873.0,5171,85,0.6310,Swipe ,Fuel,1241.04,0
708255633,Blue,200,0,110,01-01-2023,Week-1,Q1,2023,3761.0,1710.0,3240,65,0.4550,Swipe ,Fuel,550.80,0
708260208,Blue,150,1,86,01-01-2023,Week-1,Q1,2023,2057.0,1279.0,4321,76,0.6220,Chip ,Food,1123.46,0
708266883,Blue,355,0,136,01-01-2023,Week-1,Q1,2023,1666.0,0.0,2312,35,0.0000,Swipe ,Food,184.96,0
708267858,Blue,140,0,115,01-01-2023,Week-1,Q1,2023,6088.0,2145.0,2098,52,0.3520,Swipe ,Entertainment,482.54,0
708269583,Blue,335,1,102,01-01-2023,Week-1,Q1,2023,2029.0,1377.0,4014,86,0.6790,Chip ,Entertainment,1003.50,0
708271833,Silver,195,1,63,01-01-2023,Week-1,Q1,2023,15069.0,1843.0,3464,67,0.1220,Online ,Bills,831.36,0
708272808,Blue,150,0,76,01-01-2023,Week-1,Q1,2023,2718.0,1474.0,3542,59,0.5420,Chip ,Fuel,566.72,0
708273858,Blue,355,1,112,01-01-2023,Week-1,Q1,2023,34516.0,0.0,3734,80,0.0000,Swipe ,Fuel,522.76,0
708276183,Blue,375,0,91,01-01-2023,Week-1,Q1,2023,1760.0,0.0,1554,35,0.0000,Swipe ,Bills,279.72,0
708281433,Blue,335,0,81,01-01-2023,Week-1,Q1,2023,1438.3,0.0,3848,75,0.0000,Swipe ,Food,269.36,0
708285108,Blue,420,1,80,01-01-2023,Week-1,Q1,2023,6128.0,2239.0,13505,116,0.3650,Swipe ,Fuel,1620.60,1
708286683,Blue,250,0,67,01-01-2023,Week-1,Q1,2023,12045.0,1749.0,4884,86,0.1450,Swipe ,Bills,1123.32,1
708288108,Blue,360,1,118,01-01-2023,Week-1,Q1,2023,5639.0,1547.0,647,15,0.2740,Swipe ,Bills,135.87,1
708290208,Silver,355,1,109,01-01-2023,Week-1,Q1,2023,13608.0,1190.0,3118,76,0.0870,Chip ,Entertainment,841.86,1
708291633,Blue,390,1,100,01-01-2023,Week-1,Q1,2023,4651.0,2499.0,5097,79,0.5370,Swipe ,Entertainment,1223.28,1
708292833,Blue,150,1,59,01-01-2023,Week-1,Q1,2023,27389.0,1250.0,2754,60,0.0460,Online ,Bills,247.86,1
708295533,Blue,250,0,106,01-01-2023,Week-1,Q1,2023,3549.0,1880.0,1215,22,0.5300,Swipe ,Travel,230.85,1
708296883,Blue,280,0,93,01-01-2023,Week-1,Q1,2023,11749.0,788.0,1178,27,0.0670,Swipe ,Travel,259.16,1
708298233,Blue,125,0,72,01-01-2023,Week-1,Q1,2023,6184.0,0.0,1756,49,0.0000,Swipe ,Fuel,456.56,1
708300483,Blue,245,0,110,01-01-2023,Week-1,Q1,2023,7882.0,605.0,704,16,0.0770,Swipe ,Travel,197.12,1
708301683,Blue,125,0,89,01-01-2023,Week-1,Q1,2023,20798.0,1059.0,8038,90,0.0510,Swipe ,Food,2009.50,0
708303108,Blue,175,0,88,01-01-2023,Week-1,Q1,2023,1770.0,1706.0,4940,94,0.9640,Swipe ,Grocery,1037.40,0
708307533,Blue,345,0,89,01-01-2023,Week-1,Q1,2023,3086.0,0.0,4129,81,0.0000,Swipe ,Food,371.61,0
708313608,Blue,245,1,61,01-01-2023,Week-1,Q1,2023,2464.0,2116.0,2110,43,0.8590,Swipe ,Food,274.30,0
708314808,Blue,100,1,111,01-01-2023,Week-1,Q1,2023,5659.0,1393.0,1570,40,0.2460,Swipe ,Fuel,298.30,0
708316008,Blue,345,1,108,01-01-2023,Week-1,Q1,2023,10031.0,0.0,1792,29,0.0000,Swipe ,Fuel,394.24,0
708319908,Blue,300,0,92,01-01-2023,Week-1,Q1,2023,4116.0,1473.0,8667,70,0.3580,Online ,Travel,1820.07,0
708323208,Blue,290,1,118,01-01-2023,Week-1,Q1,2023,1522.0,0.0,2241,36,0.0000,Swipe ,Food,403.38,0
708324483,Blue,290,1,70,01-01-2023,Week-1,Q1,2023,1548.0,0.0,4420,71,0.0000,Chip ,Bills,707.20,0
708330858,Blue,250,1,133,01-01-2023,Week-1,Q1,2023,8249.0,1381.0,678,11,0.1670,Swipe ,Travel,122.04,0
708331758,Silver,250,0,120,01-01-2023,Week-1,Q1,2023,32444.0,1843.0,3725,60,0.0570,Swipe ,Fuel,409.75,0
708332808,Blue,470,1,111,01-01-2023,Week-1,Q1,2023,3471.0,0.0,14381,115,0.0000,Swipe ,Fuel,3163.82,0
708334158,Blue,200,0,98,01-01-2023,Week-1,Q1,2023,9863.0,686.0,3068,58,0.0700,Chip ,Entertainment,306.80,0
708337683,Blue,465,1,98,01-01-2023,Week-1,Q1,2023,21800.0,893.0,3820,62,0.0410,Chip ,Entertainment,573.00,0
708338958,Blue,200,1,54,01-01-2023,Week-1,Q1,2023,3173.0,1713.0,3797,75,0.5400,Chip ,Bills,341.73,0
708340758,Blue,300,0,88,01-01-2023,Week-1,Q1,2023,7769.0,0.0,8109,74,0.0000,Chip ,Grocery,1054.17,0
708341958,Blue,175,1,75,01-01-2023,Week-1,Q1,2023,2061.0,1904.0,4480,86,0.9240,Swipe ,Food,716.80,0
708344358,Blue,125,1,81,01-01-2023,Week-1,Q1,2023,2495.0,1354.0,1311,31,0.5430,Swipe ,Travel,249.09,0
708347583,Blue,465,1,42,01-01-2023,Week-1,Q1,2023,2509.0,1144.0,1804,38,0.4560,Swipe ,Grocery,378.84,0
708354858,Blue,200,0,58,01-01-2023,Week-1,Q1,2023,14938.0,0.0,8192,80,0.0000,Swipe ,Bills,491.52,0
708355683,Blue,285,0,46,01-01-2023,Week-1,Q1,2023,16815.0,0.0,2976,65,0.0000,Swipe ,Fuel,624.96,0
708357183,Blue,300,1,139,01-01-2023,Week-1,Q1,2023,1438.3,0.0,3511,64,0.0000,Chip ,Fuel,702.20,0
708358683,Silver,100,0,92,01-01-2023,Week-1,Q1,2023,34516.0,1236.0,1665,40,0.0360,Swipe ,Bills,449.55,0
708360108,Blue,245,1,71,01-01-2023,Week-1,Q1,2023,2800.0,1338.0,4869,90,0.4780,Chip ,Grocery,779.04,0
708361833,Blue,460,0,76,01-01-2023,Week-1,Q1,2023,19430.0,0.0,3650,80,0.0000,Swipe ,Fuel,511.00,0
708367908,Blue,190,0,87,01-01-2023,Week-1,Q1,2023,3022.0,1627.0,4390,82,0.5380,Chip ,Bills,614.60,1
708369633,Gold,250,1,100,01-01-2023,Week-1,Q1,2023,15487.0,1847.0,7031,67,0.1190,Swipe ,Bills,1054.65,1
708371733,Blue,300,1,83,01-01-2023,Week-1,Q1,2023,4662.0,0.0,4931,81,0.0000,Swipe ,Fuel,1084.82,1
708373083,Blue,175,1,110,01-01-2023,Week-1,Q1,2023,3356.0,2517.0,2032,39,0.7500,Swipe ,Fuel,467.36,1
708375858,Blue,405,0,83,01-01-2023,Week-1,Q1,2023,2776.0,1341.0,4318,68,0.4830,Swipe ,Grocery,302.26,1
708376983,Blue,485,1,149,01-01-2023,Week-1,Q1,2023,8513.0,799.0,2119,37,0.0940,Swipe ,Food,127.14,1
708378108,Blue,245,0,97,01-01-2023,Week-1,Q1,2023,2147.0,771.0,4631,76,0.3590,Chip ,Bills,787.27,0
708382083,Blue,245,1,93,01-01-2023,Week-1,Q1,2023,2292.0,0.0,2584,60,0.0000,Swipe ,Bills,335.92,0
708384033,Blue,420,1,108,01-01-2023,Week-1,Q1,2023,2745.0,2463.0,2466,39,0.8970,Swipe ,Food,345.24,0
708385533,Silver,335,1,99,01-01-2023,Week-1,Q1,2023,11059.0,0.0,9524,80,0.0000,Chip ,Grocery,1523.84,0
708386958,Blue,245,1,88,01-01-2023,Week-1,Q1,2023,1561.0,0.0,1947,28,0.0000,Swipe ,Bills,175.23,0
708387933,Blue,195,0,114,01-01-2023,Week-1,Q1,2023,5500.0,0.0,14357,110,0.0000,Swipe ,Bills,1435.70,0
708390633,Blue,475,0,81,01-01-2023,Week-1,Q1,2023,2421.0,2312.0,4219,69,0.9550,Chip ,Bills,295.33,0
708393633,Blue,190,0,66,01-01-2023,Week-1,Q1,2023,2685.0,1647.0,4625,94,0.6130,Chip ,Fuel,370.00,0
708394908,Blue,365,1,56,01-01-2023,Week-1,Q1,2023,2337.0,1442.0,3945,65,0.6170,Chip ,Entertainment,276.15,0
708396033,Blue,175,0,80,01-01-2023,Week-1,Q1,2023,2490.0,1059.0,12257,101,0.4250,Swipe ,Bills,3064.25,0
708397008,Blue,200,1,70,01-01-2023,Week-1,Q1,2023,3805.0,821.0,4326,67,0.2160,Swipe ,Food,865.20,0
708398283,Blue,125,1,101,01-01-2023,Week-1,Q1,2023,4394.0,885.0,1377,32,0.2010,Swipe ,Bills,275.40,0
708399858,Blue,415,1,68,01-01-2023,Week-1,Q1,2023,2548.0,2250.0,4747,77,0.8830,Swipe ,Entertainment,712.05,0
708402333,Blue,395,1,68,01-01-2023,Week-1,Q1,2023,4549.0,1313.0,4782,88,0.2890,Chip ,Fuel,1243.32,0
708403308,Silver,425,1,99,01-01-2023,Week-1,Q1,2023,15133.0,1663.0,4392,68,0.1100,Chip ,Bills,570.96,0
708404883,Blue,370,0,93,01-01-2023,Week-1,Q1,2023,27804.0,0.0,2761,57,0.0000,Chip ,Entertainment,745.47,0
708406083,Blue,380,1,111,01-01-2023,Week-1,Q1,2023,3436.0,2493.0,5211,90,0.7260,Online ,Bills,1094.31,0
708412758,Blue,140,1,47,01-01-2023,Week-1,Q1,2023,1457.0,0.0,2200,45,0.0000,Chip ,Food,374.00,0
708414033,Blue,245,0,93,01-01-2023,Week-1,Q1,2023,2845.0,1153.0,3730,66,0.4050,Swipe ,Fuel,634.10,0
708416433,Blue,125,1,73,01-01-2023,Week-1,Q1,2023,2372.0,0.0,2499,41,0.0000,Swipe ,Grocery,449.82,0
708419733,Blue,365,0,66,01-01-2023,Week-1,Q1,2023,22599.0,0.0,4739,55,0.0000,Swipe ,Food,1374.31,0
708421833,Blue,390,0,85,01-01-2023,Week-1,Q1,2023,3342.0,2517.0,1139,30,0.7530,Online ,Bills,193.63,0
708423933,Blue,450,1,57,01-01-2023,Week-1,Q1,2023,6103.0,0.0,3203,64,0.0000,Swipe ,Bills,288.27,0
708426483,Blue,455,0,105,01-01-2023,Week-1,Q1,2023,5816.0,716.0,3534,73,0.1230,Swipe ,Entertainment,530.10,0
708427908,Blue,395,1,100,01-01-2023,Week-1,Q1,2023,2035.0,1343.0,4643,86,0.6600,Chip ,Fuel,325.01,0
708428958,Gold,345,0,110,01-01-2023,Week-1,Q1,2023,34516.0,0.0,9179,113,0.0000,Swipe ,Bills,2019.38,0
708431433,Blue,225,1,115,01-01-2023,Week-1,Q1,2023,11789.0,1420.0,1463,32,0.1200,Swipe ,Bills,365.75,0
708433683,Blue,125,0,121,01-01-2023,Week-1,Q1,2023,3164.0,2201.0,4410,86,0.6960,Online ,Entertainment,1146.60,0
708434733,Blue,385,0,89,01-01-2023,Week-1,Q1,2023,6735.0,2289.0,1249,28,0.3400,Swipe ,Grocery,262.29,1
708438033,Blue,175,1,78,01-01-2023,Week-1,Q1,2023,3049.0,2198.0,2617,48,0.7210,Swipe ,Entertainment,575.74,1
708442158,Blue,275,0,127,01-01-2023,Week-1,Q1,2023,6182.0,1516.0,3801,61,0.2450,Chip ,Bills,988.26,1
708445608,Blue,490,0,43,01-01-2023,Week-1,Q1,2023,3305.0,2517.0,2027,57,0.7620,Swipe ,Entertainment,222.97,1
708446808,Blue,250,1,87,01-01-2023,Week-1,Q1,2023,2946.0,1359.0,2017,48,0.4610,Swipe ,Bills,564.76,1
708447858,Blue,385,0,92,01-01-2023,Week-1,Q1,2023,3850.0,0.0,15107,117,0.0000,Chip ,Entertainment,2417.12,1
708450033,Blue,465,1,77,01-01-2023,Week-1,Q1,2023,2605.0,2269.0,5298,79,0.8710,Swipe ,Fuel,370.86,1
708451233,Blue,410,1,83,01-01-2023,Week-1,Q1,2023,5090.0,1650.0,3707,72,0.3240,Swipe ,Fuel,593.12,1
708453408,Blue,355,0,93,01-01-2023,Week-1,Q1,2023,16050.0,0.0,3721,62,0.0000,Swipe ,Bills,893.04,1
708455883,Blue,175,1,44,01-01-2023,Week-1,Q1,2023,10244.0,861.0,1127,29,0.0840,Swipe ,Bills,202.86,0
708459633,Blue,380,1,92,01-01-2023,Week-1,Q1,2023,5815.0,1698.0,1604,42,0.2920,Swipe ,Entertainment,352.88,0
708462258,Silver,270,1,83,01-01-2023,Week-1,Q1,2023,5189.0,1171.0,16563,94,0.2260,Chip ,Travel,1821.93,0
708469533,Blue,250,1,66,01-01-2023,Week-1,Q1,2023,5395.0,1439.0,3523,79,0.2670,Chip ,Fuel,493.22,0
708472008,Blue,325,0,105,01-01-2023,Week-1,Q1,2023,6680.0,1839.0,7632,95,0.2750,Swipe ,Bills,1984.32,0
708473133,Blue,150,1,111,01-01-2023,Week-1,Q1,2023,1677.0,0.0,4588,68,0.0000,Chip ,Fuel,1284.64,0
708474333,Blue,465,0,89,01-01-2023,Week-1,Q1,2023,12294.0,2517.0,7906,87,0.2050,Online ,Bills,790.60,0
708476808,Blue,320,0,124,01-01-2023,Week-1,Q1,2023,33791.0,1960.0,1047,31,0.0580,Swipe ,Bills,188.46,0
708478233,Blue,395,1,119,01-01-2023,Week-1,Q1,2023,5573.0,1238.0,4348,90,0.2220,Swipe ,Fuel,869.60,0
708480333,Blue,460,0,95,01-01-2023,Week-1,Q1,2023,2163.0,932.0,2229,57,0.4310,Swipe ,Bills,534.96,0
708482658,Silver,125,1,87,01-01-2023,Week-1,Q1,2023,9959.0,1946.0,15594,114,0.1950,Chip ,Travel,2495.04,0
708483708,Blue,250,0,74,01-01-2023,Week-1,Q1,2023,28600.0,0.0,4336,66,0.0000,Swipe ,Travel,1214.08,0
708486033,Blue,395,0,83,01-01-2023,Week-1,Q1,2023,16547.0,1521.0,1782,48,0.0920,Swipe ,Entertainment,267.30,0
708488208,Blue,125,0,161,01-01-2023,Week-1,Q1,2023,2515.0,1922.0,2231,58,0.7640,Swipe ,Bills,267.72,0
708489258,Blue,250,1,84,01-01-2023,Week-1,Q1,2023,1438.3,988.0,3561,72,0.6870,Chip ,Bills,249.27,0
708491508,Blue,465,0,116,01-01-2023,Week-1,Q1,2023,13906.0,1430.0,3856,68,0.1030,Chip ,Grocery,964.00,0
708492558,Blue,95,1,74,01-01-2023,Week-1,Q1,2023,15088.0,865.0,1107,21,0.0570,Swipe ,Bills,77.49,0
708494583,Blue,375,1,107,01-01-2023,Week-1,Q1,2023,1902.0,0.0,3731,53,0.0000,Swipe ,Fuel,559.65,0
708496833,Blue,150,0,100,01-01-2023,Week-1,Q1,2023,4613.0,0.0,8970,78,0.0000,Chip ,Grocery,627.90,0
708498033,Blue,335,1,79,01-01-2023,Week-1,Q1,2023,2279.0,1837.0,2789,52,0.8060,Swipe ,Grocery,753.03,0
708499608,Silver,220,1,67,01-01-2023,Week-1,Q1,2023,15525.0,1299.0,4042,78,0.0840,Chip ,Food,970.08,0
708500883,Silver,350,0,118,01-01-2023,Week-1,Q1,2023,17812.0,0.0,8379,106,0.0000,Swipe ,Fuel,1424.43,0
708501783,Blue,315,0,75,01-01-2023,Week-1,Q1,2023,34516.0,1477.0,1868,40,0.0430,Chip ,Bills,504.36,0
708502908,Silver,455,0,115,01-01-2023,Week-1,Q1,2023,26218.0,0.0,3925,88,0.0000,Swipe ,Fuel,785.00,0
708504783,Blue,350,1,100,01-01-2023,Week-1,Q1,2023,10960.0,1333.0,3480,62,0.1220,Chip ,Food,939.60,0
708506508,Blue,430,0,69,01-01-2023,Week-1,Q1,2023,2884.0,1144.0,4887,90,0.3970,Swipe ,Entertainment,439.83,0
708507483,Blue,455,0,106,08-01-2023,Week-2,Q1,2023,1477.0,0.0,4802,82,0.0000,Chip ,Grocery,768.32,0
708508758,Blue,375,1,52,08-01-2023,Week-2,Q1,2023,1438.3,0.0,692,16,0.0000,Swipe ,Bills,76.12,0
708510858,Blue,300,1,81,08-01-2023,Week-2,Q1,2023,4905.0,2413.0,15478,109,0.4920,Swipe ,Food,3714.72,0
708511983,Blue,415,0,61,08-01-2023,Week-2,Q1,2023,1663.0,0.0,3950,82,0.0000,Chip ,Fuel,276.50,0
